ID,Customer Age (in months),"Churn (1 = Yes, 0 = No)",CHI Score Month 0,CHI Score 0-1,Support Cases Month 0,Support Cases 0-1,SP Month 0,SP 0-1,Logins 0-1,Blog Articles 0-1,Views 0-1, Days Since Last Login 0-1
380,13, -   ,155,20,1,1,2,2,200, -   ,"1,980.00",-1
381,12,1,43,-28, -   , -   , -   , -   ,-2, -   ,2,-60
382,11, -   ,75,-1, -   , -   , -   , -   ,-4,-1,-441,-17
383,13, -   ,155,19,5,4,3.4,0.4,-4, -   ,695, -   
384,10,1,30,-39, -   , -   , -   , -   ,-2,-1,9,-36
385,13, -   ,192,-5, -   , -   , -   , -   ,16,1,-237, -   
386,12, -   ,101,-27, -   ,-3, -   ,-2.7,-44, -   ,112,-2
387,13,1,61,-12, -   , -   , -   , -   ,2, -   ,28,31
388,13, -   ,189,-22, -   , -   , -   , -   ,-73,-3,51, -   
389,12, -   ,141,58, -   ,-2, -   ,-3,1,-1,-5, -   
390,13, -   ,150,20, -   , -   , -   , -   ,67,3,-4,-1
391,12, -   ,158,-16, -   , -   , -   , -   ,62,-5,13, -   
392,13, -   ,253,11,2,1,3, -   ,9,-5,"-1,113.00", -   
393,11, -   ,124,-11, -   ,-1, -   ,-3,22,1,30,-1
394,13,1,128,-18, -   , -   , -   , -   ,2,-2,-31,6
395,13, -   ,83,38, -   , -   , -   , -   ,4, -   ,-49,31
396,13, -   ,55,35, -   , -   , -   , -   ,12, -   , -   ,31
397,10, -   ,121,-47,2, -   ,3, -   , -   ,-1,"2,008.00",4
398,13, -   ,103,2, -   , -   , -   , -   ,20,1,-102,-7
399,13, -   ,161,51, -   ,-1, -   ,-3,-15,1,2,-6
400,19, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
401,12, -   ,180,-1,2, -   ,3,0.5,8,-1,493,-1
402,12,1,8,-7, -   , -   , -   , -   , -   , -   , -   ,31
403,11, -   ,121, -   ,2,1,3, -   ,23, -   ,93, -   
404,12, -   ,39,-25, -   , -   , -   , -   , -   , -   ,-52,31
405,13, -   ,170,35,1,-1,3, -   ,30,-2,-519, -   
406,8, -   ,119,8, -   , -   , -   , -   ,19, -   ,"-1,025.00",-3
407,5, -   , -   ,-43,2,-1,3, -   ,-27,-1,8,5
408,13, -   ,122,-28, -   , -   , -   , -   , -   ,-3,60, -   
409,12, -   ,98,14, -   , -   , -   , -   ,3, -   ,-5, -   
410,11, -   ,168,-8, -   ,-1, -   ,-3,-11,1,115,-1
411,13, -   ,252,13,8,2,3, -   ,36,-1,728, -   
412,12,1,5,-31, -   , -   , -   , -   ,-1, -   ,-38,4
413,13, -   , -   , -   , -   , -   , -   , -   ,2, -   ,-4,31
414,13, -   ,221,36, -   ,-3, -   ,-3,37,1,178, -   
415,13, -   , -   ,-21, -   ,-1, -   ,-3,-10, -   ,-6,-5
416,13, -   , -   , -   , -   , -   , -   , -   , -   , -   ,-8,31
417,13, -   ,70,21, -   , -   , -   , -   ,6, -   ,-173,30
418,13, -   ,154,-2, -   , -   , -   , -   ,25,1,-26,3
419,12, -   ,61,-1, -   , -   , -   , -   ,4, -   ,-29,-11
420,13, -   ,157,-2,2,2,3,3,80,-1,232,-2
421,13, -   ,41,10, -   , -   , -   , -   , -   , -   ,-22,31
422,13, -   ,73,19,2,2,3,3,61, -   ,-67,-9
423,10, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
424,13, -   ,131,-4, -   , -   , -   , -   ,48, -   ,-13,3
425,13, -   , -   ,-25, -   , -   , -   , -   ,-2, -   , -   ,-27
426,13, -   ,96,-11, -   , -   , -   , -   ,19, -   ,-17, -   
427,13, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
428,13, -   ,201,-1,10,-1,3, -   ,56, -   ,"-5,933.00", -   
429,13, -   ,137,-9, -   ,-2, -   ,-3,22,2,43, -   
430,12,1,42,1, -   , -   , -   , -   , -   , -   ,103,31
431,13, -   ,228,-2,3,-1,4,0.8,28,-2,-203,-5
432,12, -   ,133,-5,1,1,3,3,-6, -   ,923,2
433,12, -   ,77,10, -   , -   , -   , -   ,4, -   ,-87,7
434,13, -   ,186,-2,3,2,3, -   ,3,-2,-36, -   
435,13, -   ,67,46, -   , -   , -   , -   ,8,1,2,-29
436,13, -   ,81,-36, -   , -   , -   , -   ,-12,-1,-118,-2
437,13, -   ,154,-53,2, -   ,3, -   ,23,-1,59, -   
438,13, -   ,160,-2, -   , -   , -   , -   ,-24,-1,-64,-4
439,12,1,9,9,1,1,3,3,2, -   ,-64,31
440,13, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
441,13, -   ,125,-47, -   , -   , -   , -   , -   ,-7,-347,-2
442,11, -   ,152,30,2,2,3,3,2,1,6,-1
443,13, -   ,53,-15, -   , -   , -   , -   ,2, -   ,69,15
444,13, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2,31
445,12, -   ,158,-20,1, -   ,3, -   ,-36, -   ,13,1
446,12, -   ,120,-1, -   , -   , -   , -   ,1, -   , -   ,8
447,12, -   ,57,8, -   , -   , -   , -   ,10, -   ,-36,31
448,13, -   ,69,-1, -   , -   , -   , -   ,5, -   ,24,-1
449,13, -   ,113,7,1,1,3,3,6,-1,130,10
450,13, -   ,142,-2, -   ,-2, -   ,-2.5,30, -   ,34, -   
451,13, -   ,127,-49,4,3,3, -   ,-4, -   ,47,-25
452,13, -   ,151,-32,1,-1,3, -   ,42,-2,-286, -   
453,13,1,20,-1, -   , -   , -   , -   , -   , -   ,44,31
454,11, -   ,172,2, -   ,-9, -   ,-3,-31,2,134,-1
455,12,1,70,-8, -   , -   , -   , -   ,-22,2,-25,-2
456,12, -   ,76,14,1,-1,3, -   ,-7, -   ,-12,-7
457,12,1,26,-23, -   , -   , -   , -   ,-2, -   ,-3,-17
458,9,1,85, -   , -   , -   , -   , -   ,2, -   ,-12,1
459,12, -   ,74,34, -   , -   , -   , -   ,24, -   ,76,2
460,13, -   ,90,11, -   , -   , -   , -   ,5, -   ,37,23
461,12,1,67,21, -   , -   , -   , -   ,-6, -   ,-81,2
462,13, -   ,115,-3, -   , -   , -   , -   ,-4, -   ,52,-3
463,12, -   ,102,-38,1, -   ,3, -   ,-11,-1,-46,3
464,12, -   ,87,13, -   ,-1, -   ,-2,-17, -   ,43,-4
465,12, -   ,212,-14,4,-1,3, -   ,77, -   ,-27,-2
466,7, -   ,237,34,4,-1,3, -   ,56,2,233, -   
467,4, -   ,79,79,1,1,3,3,41,2, -   , -   
468,10, -   ,129,22, -   , -   , -   , -   ,97, -   ,172,-2
469,12, -   ,85,47,1,1,3,3,29,1,-42,28
470,13, -   ,158,-13, -   , -   , -   , -   ,-20,-7,130, -   
471,12, -   ,149,16,2, -   ,3, -   ,-15,1,"-1,583.00", -   
472,13,1,110,-15,3,3,3,3,10,-1,-15, -   
473,12,1,205, -   , -   ,-1, -   ,-2,46,1,-412,-1
474,12, -   ,148,-2, -   , -   , -   , -   ,12, -   ,-229, -   
475,12, -   , -   , -   , -   , -   , -   , -   , -   , -   ,367,31
476,13, -   ,43,-25, -   , -   , -   , -   ,-1, -   ,-1,24
477,11, -   ,220,25, -   , -   , -   , -   ,32,-3,180, -   
478,12, -   ,158,40,1,1,3,3,28,1,-167,-1
479,11, -   ,105,-11, -   ,-1, -   ,-3,-17, -   ,72,-2
480,11, -   ,48,-21, -   ,-1, -   ,-3,10,-1,-30,15
481,11, -   ,184,31,2, -   ,3,0.5,-13,1,-152,3
482,12, -   ,159,17, -   , -   , -   , -   ,-14,-2,"-1,035.00", -   
483,12, -   ,163,26,7,3,3, -   ,43,3,-168,-1
484,11, -   ,125,1, -   , -   , -   , -   ,62,3,-851, -   
485,7, -   ,137,28,2,2,3,3,31, -   ,12,-1
486,13, -   ,217,-6,1,-1,4,0.5,2,2,"6,593.00", -   
487,13, -   ,98,7, -   , -   , -   , -   ,16, -   ,8,-8
488,12, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
489,12, -   ,206,16,1,1,3,3,41, -   ,-388, -   
490,11, -   ,68, -   , -   , -   , -   , -   ,8, -   ,-58,-11
491,13, -   ,164,9, -   , -   , -   , -   ,-30,-3,102, -   
492,12, -   ,98,-2, -   , -   , -   , -   ,3, -   ,785, -   
493,12, -   ,132,-9, -   , -   , -   , -   ,8,3,-94,6
494,12,1,127,-7,2,2,2,2,54, -   ,82,-2
495,13, -   ,81,22,2,2,3,3,22, -   , -   ,1
496,13, -   ,118,-33, -   , -   , -   , -   ,12,-1,18,-5
497,12, -   ,62, -   , -   , -   , -   , -   ,-14, -   ,6,2
498,13, -   ,122,-2, -   , -   , -   , -   ,-26, -   ,31, -   
499,13, -   ,37,28, -   , -   , -   , -   , -   , -   ,-16,31
500,13, -   ,153,-9, -   , -   , -   , -   ,23,2,138,2
501,12, -   ,134,26, -   , -   , -   , -   ,35,1,123,-23
502,12, -   ,94,-47, -   ,-1, -   ,-3,-16,-1,-83,1
503,12, -   ,279,-6,6, -   ,3,-0.3,-37,-6,"-1,154.00", -   
504,12, -   ,50,18,2,1,3, -   ,132, -   , -   ,-2
505,12, -   ,202,36,1,-2, -   ,-3,42, -   ,-374, -   
506,12, -   ,170,-13,2, -   ,3.5,0.5,129,-1,-106, -   
507,13, -   ,91,27, -   , -   , -   , -   ,-2,1,-185,-14
508,6, -   , -   , -   , -   , -   , -   , -   ,-6, -   , -   ,-33
509,13, -   ,44, -   , -   , -   , -   , -   , -   , -   ,64,31
510,11, -   ,114,2, -   ,-1, -   ,-3,-4,2,77,4
511,12,1,129,-1, -   , -   , -   , -   ,1,1,-3,2
512,13, -   ,134,2,1,1,3,3,47, -   ,-147,-1
513,5, -   ,128,3,1,1,3,3,-70,1, -   , -   
514,11, -   ,57,-72, -   , -   , -   , -   ,-15,-1,183,2
515,12, -   ,89,-1,2,1,2.5,-0.5,37,2,-5, -   
516,13, -   ,144,7, -   , -   , -   , -   ,12,1,70,31
517,13, -   ,92,71, -   , -   , -   , -   ,16,1,-30,31
518,10, -   ,112,-15, -   , -   , -   , -   ,71, -   ,4,-18
519,12, -   ,135,61,2,2,2.5,2.5,31,2,56,23
520,12, -   ,37,-38, -   , -   , -   , -   ,-10,-3,-94,-2
521,12, -   ,122,-4, -   , -   , -   , -   ,-3,-3,-159, -   
522,13, -   ,28,-30, -   , -   , -   , -   ,-6, -   ,-42,11
523,12,1, -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
524,12,1,152,-36, -   , -   , -   , -   ,-5, -   ,-142,20
525,13, -   ,148,-2, -   , -   , -   , -   ,-1, -   ,"-1,055.00", -   
526,13, -   , -   , -   ,1,1, -   , -   ,24, -   , -   ,31
527,12, -   ,128,45, -   , -   , -   , -   ,10,1,-24, -   
528,5, -   ,40,-8, -   , -   , -   , -   ,-14, -   ,6,4
529,12, -   ,90,53, -   , -   , -   , -   ,13, -   , -   ,-6
530,12, -   ,26, -   , -   , -   , -   , -   , -   , -   ,9,31
531,11, -   ,120,-23, -   , -   , -   , -   ,-9,2,-219,5
532,12, -   ,231,6,1,-1,3, -   ,65,2,"-7,253.00", -   
533,7, -   ,60,-9, -   ,-1, -   ,-3,-11, -   ,-32,-15
534,12,1,162,28, -   ,-1, -   ,-3,8,-8,-96, -   
535,11, -   ,112,-1, -   , -   , -   , -   ,-59, -   ,34, -   
536,11, -   ,25,16, -   , -   , -   , -   ,-2, -   , -   ,-112
537,12, -   ,121,18,2,2,3,3,1,2,-9,3
538,13, -   ,161,18,2,2,3,3,15,-3,-86,1
539,12, -   ,89,-40,1,1,3,3,-23, -   ,"-1,620.00", -   
540,13, -   ,159,65, -   ,-1, -   ,-3,23,5,178, -   
541,12, -   ,111,35, -   , -   , -   , -   ,111,3,-43,-2
542,13, -   ,171,32, -   , -   , -   , -   ,27,3,"-1,914.00",-5
543,12,1, -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
544,8, -   ,196,-8, -   ,-1, -   ,-3,2,-2,96,1
545,8, -   ,121,-4, -   , -   , -   , -   ,21, -   ,28,-1
546,5, -   ,25,4, -   ,-2, -   ,-3,-26, -   ,5,1
547,13, -   ,146,-19, -   ,-2, -   ,-3,-4,-10,122,-2
548,12,1, -   , -   , -   , -   , -   , -   , -   , -   ,2,31
549,12,1,36,-5,1,1,3,3,5, -   ,344,-31
550,13, -   ,139,14,5,5,2.8,2.8,127,2,-501, -   
551,11, -   , -   , -   , -   , -   , -   , -   , -   , -   ,-4,31
552,13, -   ,170,5,1,1,3,3,7,-4,33,3
553,3, -   ,9,9, -   , -   , -   , -   ,20, -   , -   , -   
554,12, -   ,31,25, -   , -   , -   , -   , -   , -   ,15,30
555,12, -   ,107,42, -   ,-1, -   ,-3,15,2,-341,-11
556,11, -   ,121,2, -   , -   , -   , -   ,24,1,-318,-1
557,5, -   ,44,17, -   ,-3, -   ,-3,2, -   ,-1,5
558,13, -   ,139,-6,2,-4,2.5,-0.5,9,44,"1,734.00", -   
559,12, -   ,85,-12,1,1,3,3,-3, -   ,1,2
560,12, -   ,92,-1, -   , -   , -   , -   ,3, -   ,42,10
561,13, -   ,151,-3,1,-1,3, -   ,-1,-1,166, -   
562,12, -   ,36,-38,1,-4,3, -   ,32,-2,80,-1
563,13, -   ,3,3, -   , -   , -   , -   ,1, -   ,9,6
564,12,1,106,2, -   , -   , -   , -   ,22,1,-2,1
565,12, -   ,171,-22,7,-1,3,0.1,19,-2,"-1,296.00",-1
566,13, -   ,89,6, -   , -   , -   , -   ,5, -   ,696,21
567,12, -   ,178,-6,4, -   ,3, -   ,22,1,"-1,053.00",7
568,11, -   ,109,10, -   , -   , -   , -   ,40, -   ,-483, -   
569,8, -   ,109,-17,2,-1,3, -   ,-30, -   ,99,5
570,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
571,11,1,145, -   , -   , -   , -   , -   , -   , -   ,-39,7
572,11, -   , -   ,-20, -   , -   , -   , -   ,-11, -   ,-8,-16
573,12, -   ,35,-1, -   , -   , -   , -   ,1, -   , -   ,19
574,8,1,135,-2,1,1,2,2,82,-3,-248, -   
575,12, -   ,175,-14, -   ,-1, -   ,-2,86,2,-116, -   
576,12, -   ,209,-15,1,-5,3,0.2,15, -   ,"6,519.00", -   
577,12, -   ,21,-16, -   , -   , -   , -   ,-5, -   ,-1,-3
578,16, -   ,74,1, -   , -   , -   , -   ,13,1,-907,3
579,6, -   ,120,34, -   , -   , -   , -   ,26, -   ,9,10
580,16, -   ,31,-16, -   , -   , -   , -   ,-1, -   ,568,4
581,17, -   ,166,-24, -   , -   , -   , -   ,37,1,-23, -   
582,17, -   ,160,-2,2, -   ,3, -   ,22, -   ,366, -   
583,17, -   , -   , -   , -   , -   , -   , -   , -   , -   ,-16,31
584,17, -   ,141,-7, -   , -   , -   , -   ,76,3,143, -   
585,17, -   ,10,-12, -   , -   , -   , -   , -   , -   ,-21,31
586,9, -   ,175,-26,2,-3,3,0.4,23,-1,"-12,686.00", -   
587,16, -   ,217, -   , -   ,-4, -   ,-3,17,1,-69, -   
588,16, -   ,181,6,2,-2,3,0.3,37,-1,46,3
589,16, -   ,196,-6, -   ,-1, -   ,-3,12,1,135,-2
590,17,1,95,10,2,2,3,3,9, -   ,"-2,554.00",-11
591,13,1,77,1, -   , -   , -   , -   ,3, -   , -   ,17
592,16, -   ,107,26, -   , -   , -   , -   ,18,7,15, -   
593,16, -   ,26,-12, -   , -   , -   , -   ,-2, -   ,-20,-7
594,17, -   ,196,14,8,-1,2.9,0,24,28,880, -   
595,16, -   ,122,-22, -   , -   , -   , -   ,-25,-1,-44,5
596,15,1,165,2,1, -   , -   ,-3,1,6,-325,-1
597,16, -   ,158,-6,1, -   ,3, -   ,-6,-3,-1, -   
598,15, -   ,101,5,1,1,4,4,36, -   , -   ,-12
599,15, -   ,55,25, -   , -   , -   , -   ,16, -   ,-20,-17
600,16, -   ,38,-45, -   , -   , -   , -   ,-2, -   ,17,4
601,16, -   ,201,51, -   , -   , -   , -   ,69,1,24, -   
602,15, -   ,142,-16,2,2,3,3,82,7,-238,-2
603,16, -   ,180,-22,1,-1,2,-0.5,59,1,-489,3
604,16, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
605,14, -   ,226,21,7,4,3, -   ,23,-4,"1,178.00", -   
606,16, -   ,151,-19, -   , -   , -   , -   ,31,-1,7,-2
607,15, -   ,80,16, -   , -   , -   , -   ,60,2, -   ,4
608,16, -   ,114,-32, -   , -   , -   , -   ,3,-1,-116,5
609,16, -   ,88,10, -   , -   , -   , -   ,16, -   ,-180,7
610,13, -   ,122,14, -   , -   , -   , -   ,-24, -   ,-11,2
611,16, -   ,127,-17, -   ,-4, -   ,-3,7,4,54,1
612,16, -   ,130,-3, -   , -   , -   , -   ,17,-2,-18, -   
613,14, -   ,150,-2, -   , -   , -   , -   ,11,4,18, -   
614,16, -   ,90,-27, -   , -   , -   , -   ,-1,-1,-30,3
615,16, -   ,115,34, -   , -   , -   , -   ,10,4,-51,-1
616,16, -   ,117,15,1, -   ,3,-1,-10, -   , -   , -   
617,16, -   ,44,29, -   ,-2, -   ,-3,-3, -   ,49,10
618,16, -   ,120,13,1,1,3,3,21, -   ,-705,8
619,16, -   ,93,61, -   , -   , -   , -   ,14,1,-74, -   
620,16, -   ,119,24, -   , -   , -   , -   ,12, -   ,24,3
621,16, -   ,164,15, -   , -   , -   , -   ,11,-10,196, -   
622,14, -   , -   ,-11, -   , -   , -   , -   , -   , -   ,-2,31
623,16, -   , -   , -   , -   , -   , -   , -   ,-2, -   ,-54,25
624,11, -   ,94,-22, -   , -   , -   , -   ,-10,-2,-110,-1
625,16, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
626,15, -   ,72,9, -   ,-1, -   ,-3,9, -   ,7,-77
627,16, -   ,75,-14,1,-1,3, -   ,1,3,"4,911.00",-4
628,15, -   ,137,-2,1,-1,3, -   ,5,-1,51, -   
629,11, -   ,81,60, -   , -   , -   , -   ,6,1,-32,31
630,16, -   ,183,4,3, -   ,3, -   ,13,2,-96,-2
631,16, -   ,18,-10, -   , -   , -   , -   ,-14, -   , -   ,-54
632,16, -   ,118,19, -   , -   , -   , -   ,-13, -   ,27, -   
633,16, -   ,17, -   , -   , -   , -   , -   , -   , -   , -   ,30
634,16, -   ,124,17, -   , -   , -   , -   ,-8,-3,-14,2
635,15, -   ,123,30,2,2,2.5,2.5,10, -   ,24,4
636,15, -   ,148,28, -   , -   , -   , -   ,5,1,-2,-4
637,16, -   ,83,-4, -   , -   , -   , -   ,-1, -   ,"1,060.00",-74
638,16, -   ,149,17,1,1,3,3,3,1,652,-1
639,16, -   ,151,-14,1,1,3,3,7,-3,105,-2
640,15,1,10,1, -   , -   , -   , -   , -   , -   ,-3,31
641,15, -   ,5,-35, -   , -   , -   , -   ,-8, -   , -   ,11
642,15, -   ,200, -   , -   ,-7, -   ,-2.7,-37,-15,-755, -   
643,16, -   ,26, -   , -   , -   , -   , -   , -   , -   ,5,31
644,16, -   ,113, -   , -   , -   , -   , -   ,3, -   ,325, -   
645,16, -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,31
646,16, -   ,61,-1, -   , -   , -   , -   ,10, -   ,2,-4
647,16, -   ,117,16, -   ,-1, -   ,-3,-4,1,3,3
648,16, -   ,17,17, -   , -   , -   , -   , -   , -   ,-30,31
649,16, -   ,112,16, -   , -   , -   , -   ,-8,1,-1,-1
650,14, -   ,173,-17, -   ,-5, -   ,-3,-33,-6,-20, -   
651,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
652,16, -   ,141,-1,3,1,3, -   ,22,-1,"1,506.00",-2
653,16, -   ,164,78, -   , -   , -   , -   ,27,8,55,-8
654,15, -   ,86,-37,1,1,3,3,-16,-1,-525,-13
655,16, -   ,33,33, -   , -   , -   , -   ,8, -   ,-7,30
656,13, -   ,158,-21, -   , -   , -   , -   ,27,-1,-78, -   
657,6, -   ,26,26,1, -   ,3, -   ,41, -   , -   ,8
658,16, -   ,98,-28,2,2,3,3,22,-2,277,1
659,16, -   ,45,-41, -   , -   , -   , -   ,5, -   ,-92,-8
660,15, -   ,196,2,1, -   ,2,-1,-20,1,-968,3
661,15, -   ,124,20, -   , -   , -   , -   ,10, -   ,841, -   
662,16, -   ,85, -   , -   ,-1, -   ,-3,7, -   , -   , -   
663,16, -   ,91,9, -   , -   , -   , -   ,10, -   ,-617,3
664,16, -   ,63,-31, -   , -   , -   , -   , -   , -   ,-25,31
665,16, -   ,186,-8,2,2,3,3,79,-3,533, -   
666,16, -   ,35, -   , -   , -   , -   , -   ,4, -   ,-16,-2
667,12, -   ,141,-21, -   , -   , -   , -   ,-3, -   ,-503, -   
668,16, -   ,68,68, -   , -   , -   , -   ,70, -   , -   ,31
669,16, -   ,234,18,3,2,3.3,0.3,88,1,189, -   
670,13,1,77,-8, -   , -   , -   , -   , -   , -   ,6,-1
671,15, -   ,148,20,5,3,3, -   ,47, -   ,33, -   
672,16, -   ,148,1, -   , -   , -   , -   ,17,1,85,2
673,14,1,110,14, -   , -   , -   , -   ,33, -   ,17,3
674,15, -   ,69,-4, -   , -   , -   , -   ,-2, -   ,-18,19
675,16, -   ,29,-10, -   , -   , -   , -   , -   , -   ,-11,31
676,16, -   ,62,-14, -   , -   , -   , -   ,-27, -   ,-224, -   
677,15, -   ,25,25,2,2,2.5,2.5,4, -   , -   ,31
678,15, -   , -   , -   , -   , -   , -   , -   , -   , -   ,-5,31
679,15, -   ,41,-16, -   , -   , -   , -   ,6, -   ,13,31
680,16, -   ,21,-31,1,1,3,3,6, -   ,-88,30
681,15, -   ,124,45, -   , -   , -   , -   ,4,2,-658,31
682,15, -   ,156,-6,1,1,3,3,4,-6,-94,-12
683,15, -   ,210,41,1,1,3,3,71,1,-798,3
684,13, -   ,202,11, -   , -   , -   , -   ,54, -   ,-142,-1
685,11, -   ,108,18, -   , -   , -   , -   ,15, -   ,-82,6
686,15, -   ,156,-5, -   ,-2, -   ,-3,6, -   ,100, -   
687,15, -   ,77,10, -   , -   , -   , -   ,22, -   ,-128,-3
688,16, -   ,166,-1, -   , -   , -   , -   ,4, -   ,15,11
689,16, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
690,12, -   ,178,-16, -   , -   , -   , -   ,-6, -   ,-475, -   
691,12, -   ,31,11,3,2,3, -   ,67, -   ,-1, -   
692,16, -   ,152,-24,1, -   ,3, -   ,-11,-7,955, -   
693,12, -   ,170,-15, -   , -   , -   , -   ,-8,-4,241,-1
694,15, -   ,198,12,9,3,3, -   ,9, -   ,218,-1
695,16, -   ,85,-2, -   , -   , -   , -   ,1, -   ,-139,19
696,16, -   ,171,17,2,-2,3, -   ,70,3,327, -   
697,16, -   ,73,9,1, -   ,3, -   ,28, -   , -   ,-15
698,15, -   ,165,13,1,1,2,2,92,3,"-1,919.00", -   
699,16, -   ,107,1, -   , -   , -   , -   ,5, -   ,-13,2
700,12, -   ,71,10, -   , -   , -   , -   ,58, -   ,"2,114.00",-1
701,16, -   ,140, -   , -   , -   , -   , -   ,-50, -   , -   , -   
702,16, -   ,142,46,3,3,3,3,34,1,9,-2
703,15, -   , -   ,-52, -   , -   , -   , -   ,-9, -   ,-41,2
704,16, -   , -   ,-26, -   , -   , -   , -   ,-1, -   , -   ,-39
705,16, -   ,97,-11, -   , -   , -   , -   ,13,2,"-3,681.00", -   
706,12,1,122,-16, -   , -   , -   , -   ,7,-7,33,-2
707,16, -   ,90,32, -   , -   , -   , -   ,26,2, -   ,14
708,10, -   ,98,8, -   , -   , -   , -   ,24, -   ,-167,31
709,15, -   ,161,-6,2,-1,3, -   ,14, -   ,253, -   
710,15, -   ,63,-1, -   , -   , -   , -   ,-4, -   ,-10,-4
711,15, -   ,99,-12, -   , -   , -   , -   ,3, -   ,591,-10
712,12, -   ,78,-47,1,1,3,3,-5,-1,55,2
713,15, -   ,90,-15,1,-4,3,0.2,16, -   ,84, -   
714,15, -   ,195,16,2, -   ,2.5,-0.5,20,1,200, -   
715,14, -   ,35,-40,5,3,3, -   ,26, -   ,-91,3
716,14, -   ,78,42, -   , -   , -   , -   ,2,1, -   ,-8
717,16, -   ,166,-17, -   , -   , -   , -   ,2,-2,"1,384.00",7
718,16, -   ,64,10, -   , -   , -   , -   ,3, -   ,1,3
719,16, -   ,153,3, -   , -   , -   , -   ,127,-2,-80, -   
720,16, -   ,85,-29, -   , -   , -   , -   ,3,-2,-1,6
721,16, -   ,102, -   ,4,3,3, -   ,-12, -   ,-240, -   
722,16, -   ,192,17, -   ,-1, -   ,-3,89,1,166, -   
723,15, -   ,1,1, -   , -   , -   , -   ,2, -   ,11,31
724,14, -   ,131,-48, -   , -   , -   , -   ,-10,-2,5,-1
725,15, -   ,128,-41,1,1,3,3,56,-1,-62, -   
726,16,1,38,36, -   , -   , -   , -   , -   , -   ,-175,31
727,16, -   ,183,5,1,-1,3, -   ,4,6,-328,-1
728,15, -   ,85,-12,1,-6,3, -   ,-30, -   ,-37, -   
729,13, -   ,50,-11, -   , -   , -   , -   ,3, -   ,-77,16
730,15, -   ,259,-6, -   ,-8, -   ,-3,91,2,"2,482.00", -   
731,3, -   ,126,126, -   , -   , -   , -   ,82, -   , -   , -   
732,16, -   ,153,-64, -   ,-1, -   ,-3,18,-2,-125,4
733,14, -   ,133,-11, -   , -   , -   , -   ,19,-1,503,-1
734,55, -   ,192,-7,2,-3,3,0.2,-49, -   ,282, -   
735,16, -   ,86,25, -   , -   , -   , -   ,2, -   ,45,31
736,14, -   ,76, -   ,1,1,3,3,14, -   ,356,-2
737,15, -   ,170,-1, -   ,-1, -   ,-3,64,2,-101,-1
738,16,1,120,-12, -   , -   , -   , -   ,-5,1,"1,950.00",1
739,13, -   ,112,35, -   , -   , -   , -   ,26,2,927,2
740,15, -   ,114,-1, -   , -   , -   , -   ,-1, -   ,-5,3
741,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
742,16, -   ,195,-12,1,-1,3, -   ,5, -   ,87,-7
743,16, -   ,114,-11, -   , -   , -   , -   ,-24, -   ,-26,-1
744,13, -   ,63,-20, -   , -   , -   , -   ,5, -   ,-7,27
745,4, -   ,167,72,3,3,3,3,131,2,"1,456.00",4
746,15, -   ,235,15,1, -   ,3, -   ,-2,-2,"2,054.00", -   
747,15, -   ,32,25, -   , -   , -   , -   ,2, -   , -   ,31
748,16, -   ,81,36, -   , -   , -   , -   ,46, -   ,299,3
749,16, -   ,127,-20, -   , -   , -   , -   ,13, -   ,-394,-1
750,16,1,183,-4,1,1,3,3,30,-2,"-7,192.00", -   
751,12, -   ,35, -   ,1,1,4,4,13, -   ,-10,-14
752,16, -   ,80,-5, -   , -   , -   , -   ,92, -   ,-40, -   
753,3, -   ,120,120,6,6,3,3,146, -   , -   , -   
754,15, -   ,148,37,1,-1,3, -   ,76,1,-35,-14
755,4, -   ,172,-4,1,-4,3,0.2,35,5,"1,001.00", -   
756,15, -   ,223,21,4,2,3, -   ,30, -   ,32, -   
757,12, -   ,198,7, -   ,-1, -   ,-3,44, -   ,-23, -   
758,15, -   ,195,4, -   ,-3, -   ,-3,54,-2,"2,586.00", -   
759,7, -   ,147,34,2,1,2.5,-0.5,24,2,-33,2
760,12,1,78,20, -   ,-1, -   ,-3,48, -   ,48,31
761,10, -   , -   , -   , -   , -   , -   , -   , -   , -   ,-1,31
762,15, -   ,113,64, -   , -   , -   , -   ,18,2,147,-16
763,15, -   ,170,29,2,2,3,3,35,2,-1,-7
764,15,1,104,71, -   , -   , -   , -   ,6, -   ,1,-19
765,16, -   ,103,10, -   , -   , -   , -   ,22, -   ,-255,4
766,14, -   ,135,-5, -   , -   , -   , -   ,-3,-3,-186,4
